ID	GENE_NAME	SUPERCLASS
http://identifiers.org/ncbigene/100505881	MAGI2-AS3	SO:0000704
http://identifiers.org/ncbigene/100505894	TMEM161B-DT	SO:0000704
http://identifiers.org/ncbigene/100505994	LUCAT1	SO:0000704
http://identifiers.org/ncbigene/100506054	RNASEH1-DT	SO:0000704
http://identifiers.org/ncbigene/100506084	ARL17A	SO:0000704
http://identifiers.org/ncbigene/100506108	SIX3-AS1	SO:0000704
http://identifiers.org/ncbigene/100506144	TMEM35B	SO:0000704
http://identifiers.org/ncbigene/100506190	LINC00963	SO:0000704
http://identifiers.org/ncbigene/100506243	KRBOX1	SO:0000704
http://identifiers.org/ncbigene/100506299	ID2-AS1	SO:0000704
http://identifiers.org/ncbigene/100506311	HOTAIRM1	SO:0000704
http://identifiers.org/ncbigene/100506325	SP2-AS1	SO:0000704
http://identifiers.org/ncbigene/100506334	LINC00649	SO:0000704
http://identifiers.org/ncbigene/100506365	OTUD6B-AS1	SO:0000704
http://identifiers.org/ncbigene/100506409	ELOVL2-AS1	SO:0000704
http://identifiers.org/ncbigene/100506421	PANTR1	SO:0000704
http://identifiers.org/ncbigene/100506436	SPAG5-AS1	SO:0000704
http://identifiers.org/ncbigene/100506581	C16orf95	SO:0000704
http://identifiers.org/ncbigene/100506658	OCLN	SO:0000704
http://identifiers.org/ncbigene/100506710	EBLN3P	SO:0000704
http://identifiers.org/ncbigene/100506714	NUP50-DT	SO:0000704
http://identifiers.org/ncbigene/100506736	SLFN12L	SO:0000704
http://identifiers.org/ncbigene/100506759	OR7E37P	SO:0000704
http://identifiers.org/ncbigene/100506776	TRG-AS1	SO:0000704
http://identifiers.org/ncbigene/100506779	TSPOAP1-AS1	SO:0000704
http://identifiers.org/ncbigene/100506915	CHRM3-AS2	SO:0000704
http://identifiers.org/ncbigene/100506930	LINC00665	SO:0000704
http://identifiers.org/ncbigene/100506994	PTPRG-AS1	SO:0000704
http://identifiers.org/ncbigene/100507027	MRLN	SO:0000704
http://identifiers.org/ncbigene/100507057	MELTF-AS1	SO:0000704
http://identifiers.org/ncbigene/100507099	FRY-AS1	SO:0000704
http://identifiers.org/ncbigene/100507206	LINC00943	SO:0000704
http://identifiers.org/ncbigene/100507246	SNHG16	SO:0000704
http://identifiers.org/ncbigene/100507267	LINC01187	SO:0000704
http://identifiers.org/ncbigene/100507290	ZNF865	SO:0000704
http://identifiers.org/ncbigene/100507303	SNHG19	SO:0000704
http://identifiers.org/ncbigene/100507321	ERVK13-1	SO:0000704
http://identifiers.org/ncbigene/100507347	VIM-AS1	SO:0000704
http://identifiers.org/ncbigene/100507419	MMP25-AS1	SO:0000704
http://identifiers.org/ncbigene/100507436	MICA	SO:0000704
http://identifiers.org/ncbigene/100507463	PSMB8-AS1	SO:0000704
http://identifiers.org/ncbigene/100507524	ARHGEF26-AS1	SO:0000704
http://identifiers.org/ncbigene/100507582	BHLHE40-AS1	SO:0000704
http://identifiers.org/ncbigene/100507602	TRIM52-AS1	SO:0000704
http://identifiers.org/ncbigene/100507607	NPIPB9	SO:0000704
http://identifiers.org/ncbigene/100507633	TNKS2-DT	SO:0000704
http://identifiers.org/ncbigene/100507650	RNF212B	SO:0000704
http://identifiers.org/ncbigene/100508120	GMDS-DT	SO:0000704
http://identifiers.org/ncbigene/10051	SMC4	SO:0000704
http://identifiers.org/ncbigene/100526664	LY75	SO:0000704
http://identifiers.org/ncbigene/100526693	ARPC4	SO:0000704
http://identifiers.org/ncbigene/100526693	ARPC4-TTLL3	SO:0000704
http://identifiers.org/ncbigene/100526737	RBM14	SO:0000704
http://identifiers.org/ncbigene/100526761	SOHLH2	SO:0000704
http://identifiers.org/ncbigene/100526842	RPL17	SO:0000704
http://identifiers.org/ncbigene/100527963	PMF1	SO:0000704
http://identifiers.org/ncbigene/100528017	SAA2-SAA4	SO:0000704
http://identifiers.org/ncbigene/100528019	C11orf52	SO:0000704
http://identifiers.org/ncbigene/100528019	HSPB2-C11orf52	SO:0000704
http://identifiers.org/ncbigene/100528021	MTHFS	SO:0000704
http://identifiers.org/ncbigene/100529067	HYPK	SO:0000704
http://identifiers.org/ncbigene/100529144	CORO7	SO:0000704
http://identifiers.org/ncbigene/100529144	CORO7-PAM16	SO:0000704
http://identifiers.org/ncbigene/100529209	C17orf49	SO:0000704
http://identifiers.org/ncbigene/100529240	ZNF816-ZNF321P	SO:0000704
http://identifiers.org/ncbigene/100529262	RAB4B	SO:0000704
http://identifiers.org/ncbigene/100532724	NPHP3	SO:0000704
http://identifiers.org/ncbigene/100532724	NPHP3-ACAD11	SO:0000704
http://identifiers.org/ncbigene/100532731	BMI1	SO:0000704
http://identifiers.org/ncbigene/100533105	C8orf44-SGK3	SO:0000704
http://identifiers.org/ncbigene/100533178	PRORY	SO:0000704
http://identifiers.org/ncbigene/100533181	FXYD6	SO:0000704
http://identifiers.org/ncbigene/100533181	FXYD6-FXYD2	SO:0000704
http://identifiers.org/ncbigene/100533195	CUZD1	SO:0000704
http://identifiers.org/ncbigene/100533970	P2RX5	SO:0000704
http://identifiers.org/ncbigene/100533990	APOC4	SO:0000704
http://identifiers.org/ncbigene/100534595	HNRNPUL2-BSCL2	SO:0000704
http://identifiers.org/ncbigene/100534599	ISY1	SO:0000704
http://identifiers.org/ncbigene/100534611	TM4SF19-DYNLT2B	SO:0000704
http://identifiers.org/ncbigene/100534612	C1QTNF3-AMACR	SO:0000704
http://identifiers.org/ncbigene/10054	ARX	SO:0000704
http://identifiers.org/ncbigene/10054	UBA2	SO:0000704
http://identifiers.org/ncbigene/10056	FARSB	SO:0000704
http://identifiers.org/ncbigene/10057	ABCC5	SO:0000704
http://identifiers.org/ncbigene/10059	DNM1L	SO:0000704
http://identifiers.org/ncbigene/10060	ABCC9	SO:0000704
http://identifiers.org/ncbigene/10061	ABCF2	SO:0000704
http://identifiers.org/ncbigene/100616530	CFAP418-AS1	SO:0000704
http://identifiers.org/ncbigene/10063	COX17	SO:0000704
http://identifiers.org/ncbigene/100652824	KIAA2012	SO:0000704
http://identifiers.org/ncbigene/100652865	LINC00539	SO:0000704
http://identifiers.org/ncbigene/10066	SCAMP2	SO:0000704
http://identifiers.org/ncbigene/10067	SCAMP3	SO:0000704
http://identifiers.org/ncbigene/10068	IL18BP	SO:0000704
http://identifiers.org/ncbigene/10069	RWDD2B	SO:0000704
http://identifiers.org/ncbigene/1007	CDH9	SO:0000704
http://identifiers.org/ncbigene/10072	DPP3	SO:0000704
http://identifiers.org/ncbigene/10075	HUWE1	SO:0000704
http://identifiers.org/ncbigene/10076	PTPRO	SO:0000704
http://identifiers.org/ncbigene/10076	PTPRU	SO:0000704
http://identifiers.org/ncbigene/10077	TSPAN32	SO:0000704
http://identifiers.org/ncbigene/10078	TSSC4	SO:0000704
http://identifiers.org/ncbigene/10079	ATP9A	SO:0000704
http://identifiers.org/ncbigene/10081	PDCD7	SO:0000704
http://identifiers.org/ncbigene/10082	GPC6	SO:0000704
http://identifiers.org/ncbigene/10084	PQBP1	SO:0000704
http://identifiers.org/ncbigene/10085	EDIL3	SO:0000704
http://identifiers.org/ncbigene/100859930	HEIH	SO:0000704
http://identifiers.org/ncbigene/100861518	P4HA2-AS1	SO:0000704
http://identifiers.org/ncbigene/100861540	CYP3A7	SO:0000704
http://identifiers.org/ncbigene/100861548	PINK1-AS	SO:0000704
http://identifiers.org/ncbigene/100873240	MTND4P15	SO:0000704
http://identifiers.org/ncbigene/100873946	VAV3-AS1	SO:0000704
http://identifiers.org/ncbigene/100873969	GPC5-AS1	SO:0000704
http://identifiers.org/ncbigene/100873993	ITIH4-AS1	SO:0000704
http://identifiers.org/ncbigene/100874030	SIDT1-AS1	SO:0000704
http://identifiers.org/ncbigene/100874048	DGUOK-AS1	SO:0000704
http://identifiers.org/ncbigene/100874066	LATS2-AS1	SO:0000704
http://identifiers.org/ncbigene/100874084	KCNAB1-AS1	SO:0000704
http://identifiers.org/ncbigene/100874123	ZNRF3-AS1	SO:0000704
http://identifiers.org/ncbigene/100874206	OSBPL10-AS1	SO:0000704
http://identifiers.org/ncbigene/100874243	PRICKLE2-AS3	SO:0000704
http://identifiers.org/ncbigene/100874313	AGBL4-IT1	SO:0000704
http://identifiers.org/ncbigene/100874362	HOXB-AS1	SO:0000704
http://identifiers.org/ncbigene/100885776	UGDH-AS1	SO:0000704
http://identifiers.org/ncbigene/100885789	IFNG-AS1	SO:0000704
http://identifiers.org/ncbigene/1009	CDH11	SO:0000704
http://identifiers.org/ncbigene/10090	UST	SO:0000704
http://identifiers.org/ncbigene/100913187	APOBEC3A	SO:0000704
http://identifiers.org/ncbigene/10092	ARPC5	SO:0000704
http://identifiers.org/ncbigene/10094	ARPC3	SO:0000704
http://identifiers.org/ncbigene/10095	ARPC1B	SO:0000704
http://identifiers.org/ncbigene/10096	ACTR3	SO:0000704
http://identifiers.org/ncbigene/10097	ACTR2	SO:0000704
http://identifiers.org/ncbigene/10098	TSPAN5	SO:0000704
http://identifiers.org/ncbigene/10099	TSPAN3	SO:0000704
http://identifiers.org/ncbigene/100996702	LINC01356	SO:0000704
http://identifiers.org/ncbigene/100996716	SEC22B2P	SO:0000704
http://identifiers.org/ncbigene/100996717	NOTCH2NLA	SO:0000704
http://identifiers.org/ncbigene/100996724	PDE4DIP	SO:0000704
http://identifiers.org/ncbigene/100996928	FMC1	SO:0000704
http://identifiers.org/ncbigene/100996939	PYURF	SO:0000704
http://identifiers.org/ncbigene/101	ADAM8	SO:0000704
http://identifiers.org/ncbigene/1010	CDH12	SO:0000704
http://identifiers.org/ncbigene/10101	NUBP2	SO:0000704
http://identifiers.org/ncbigene/10102	TSFM	SO:0000704
http://identifiers.org/ncbigene/10103	TSPAN1	SO:0000704
http://identifiers.org/ncbigene/10105	PPIF	SO:0000704
http://identifiers.org/ncbigene/10106	CTDSP2	SO:0000704
http://identifiers.org/ncbigene/10106	SCP2	SO:0000704
http://identifiers.org/ncbigene/101060146	CHMP1B2P	SO:0000704
http://identifiers.org/ncbigene/101060226	NBPF19	SO:0000704
http://identifiers.org/ncbigene/101060233	OPN1MW	SO:0000704
http://identifiers.org/ncbigene/101060691	NUTM2B-AS1	SO:0000704
http://identifiers.org/ncbigene/10109	ARPC2	SO:0000704
http://identifiers.org/ncbigene/101101775	TMEM220-AS1	SO:0000704
http://identifiers.org/ncbigene/10111	RAD50	SO:0000704
http://identifiers.org/ncbigene/10117	ENAM	SO:0000704
http://identifiers.org/ncbigene/1012	CDH13	SO:0000704
http://identifiers.org/ncbigene/10120	ACTR1B	SO:0000704
http://identifiers.org/ncbigene/10121	ACTR1A	SO:0000704
http://identifiers.org/ncbigene/10123	ARL4C	SO:0000704
http://identifiers.org/ncbigene/10124	ARL4A	SO:0000704
http://identifiers.org/ncbigene/101241892	NPTN-IT1	SO:0000704
http://identifiers.org/ncbigene/10125	RASGRP1	SO:0000704
http://identifiers.org/ncbigene/10126	DNAL4	SO:0000704
http://identifiers.org/ncbigene/10127	ZNF263	SO:0000704
http://identifiers.org/ncbigene/10128	LRPPRC	SO:0000704
http://identifiers.org/ncbigene/1013	CDH3	SO:0000704
http://identifiers.org/ncbigene/10130	PDIA6	SO:0000704
http://identifiers.org/ncbigene/10133	OPTN	SO:0000704
http://identifiers.org/ncbigene/10134	BCAP31	SO:0000704
http://identifiers.org/ncbigene/10135	NAMPT	SO:0000704
http://identifiers.org/ncbigene/10136	CELA3A	SO:0000704
http://identifiers.org/ncbigene/10137	RBM12	SO:0000704
http://identifiers.org/ncbigene/10138	YAF2	SO:0000704
http://identifiers.org/ncbigene/10139	ARFRP1	SO:0000704
http://identifiers.org/ncbigene/10140	TOB1	SO:0000704
http://identifiers.org/ncbigene/101410538	MMP24OS	SO:0000704
http://identifiers.org/ncbigene/10142	AKAP9	SO:0000704
http://identifiers.org/ncbigene/10144	FAM13A	SO:0000704
http://identifiers.org/ncbigene/10146	G3BP1	SO:0000704
http://identifiers.org/ncbigene/10147	SUGP2	SO:0000704
http://identifiers.org/ncbigene/10148	EBI3	SO:0000704
http://identifiers.org/ncbigene/1015	CDH17	SO:0000704
http://identifiers.org/ncbigene/10150	MBNL2	SO:0000704
http://identifiers.org/ncbigene/10152	ABI2	SO:0000704
http://identifiers.org/ncbigene/10154	PLXNC1	SO:0000704
http://identifiers.org/ncbigene/10155	TRIM28	SO:0000704
http://identifiers.org/ncbigene/10156	RASA4	SO:0000704
http://identifiers.org/ncbigene/10157	AASS	SO:0000704
http://identifiers.org/ncbigene/10158	PDZK1IP1	SO:0000704
http://identifiers.org/ncbigene/10159	ATP6AP2	SO:0000704
http://identifiers.org/ncbigene/1016	CDH18	SO:0000704
http://identifiers.org/ncbigene/10160	FARP1	SO:0000704
http://identifiers.org/ncbigene/10161	LPAR6	SO:0000704
http://identifiers.org/ncbigene/10163	WASF2	SO:0000704
http://identifiers.org/ncbigene/10166	SLC25A15	SO:0000704
http://identifiers.org/ncbigene/10169	SERF2	SO:0000704
http://identifiers.org/ncbigene/10170	DHRS9	SO:0000704
http://identifiers.org/ncbigene/10171	RCL1	SO:0000704
http://identifiers.org/ncbigene/10172	ZNF256	SO:0000704
http://identifiers.org/ncbigene/10174	SORBS3	SO:0000704
http://identifiers.org/ncbigene/10175	CNIH1	SO:0000704
http://identifiers.org/ncbigene/101752399	PILRB	SO:0000704
http://identifiers.org/ncbigene/101752399	STAG3L5P-PVRIG2P-PILRB	SO:0000704
http://identifiers.org/ncbigene/101752400	CAPN10-DT	SO:0000704
http://identifiers.org/ncbigene/10179	RBM7	SO:0000704
http://identifiers.org/ncbigene/10180	RBM6	SO:0000704
http://identifiers.org/ncbigene/10181	RBM5	SO:0000704
http://identifiers.org/ncbigene/10184	LHFPL2	SO:0000704
http://identifiers.org/ncbigene/10186	LHFPL6	SO:0000704
http://identifiers.org/ncbigene/10187	VDAC3	SO:0000704
http://identifiers.org/ncbigene/10188	TNK2	SO:0000704
http://identifiers.org/ncbigene/10189	ALYREF	SO:0000704
http://identifiers.org/ncbigene/1019	CDK4	SO:0000704
http://identifiers.org/ncbigene/10190	TXNDC9	SO:0000704
http://identifiers.org/ncbigene/101926888	RALY-AS1	SO:0000704
http://identifiers.org/ncbigene/101927034	ROR1-AS1	SO:0000704
http://identifiers.org/ncbigene/101927084	LINC01359	SO:0000704
http://identifiers.org/ncbigene/101927117	PLCG1-AS1	SO:0000704
http://identifiers.org/ncbigene/101927279	EP300-AS1	SO:0000704
http://identifiers.org/ncbigene/101927280	LINC02208	SO:0000704
http://identifiers.org/ncbigene/101927364	LINC01571	SO:0000704
http://identifiers.org/ncbigene/101927597	NCK1-DT	SO:0000704
http://identifiers.org/ncbigene/101927612	RNF139-DT	SO:0000704
http://identifiers.org/ncbigene/101928062	PRANCR	SO:0000704
http://identifiers.org/ncbigene/101928085	ERICH6-AS1	SO:0000704
http://identifiers.org/ncbigene/101928378	PTOV1-AS2	SO:0000704
http://identifiers.org/ncbigene/101928601	MEI4	SO:0000704
http://identifiers.org/ncbigene/101928784	RORA-AS1	SO:0000704
http://identifiers.org/ncbigene/101928846	HIPK1-AS1	SO:0000704
http://identifiers.org/ncbigene/101929120	BRINP3-DT	SO:0000704
http://identifiers.org/ncbigene/101929215	THBS4-AS1	SO:0000704
http://identifiers.org/ncbigene/101929302	RFX3-DT	SO:0000704
http://identifiers.org/ncbigene/10193	RNF41	SO:0000704
http://identifiers.org/ncbigene/10194	TSHZ1	SO:0000704
http://identifiers.org/ncbigene/10198	MPHOSPH9	SO:0000704
http://identifiers.org/ncbigene/102	ADAM10	SO:0000704
http://identifiers.org/ncbigene/10200	MPHOSPH6	SO:0000704
http://identifiers.org/ncbigene/10201	NME6	SO:0000704
http://identifiers.org/ncbigene/10203	CALCRL	SO:0000704
http://identifiers.org/ncbigene/10204	NUTF2	SO:0000704
http://identifiers.org/ncbigene/10209	EIF1	SO:0000704
http://identifiers.org/ncbigene/1021	CDK6	SO:0000704
http://identifiers.org/ncbigene/10210	TOPORS	SO:0000704
http://identifiers.org/ncbigene/10212	DDX39A	SO:0000704
http://identifiers.org/ncbigene/10213	PSMD14	SO:0000704
http://identifiers.org/ncbigene/10214	SSX3	SO:0000704
http://identifiers.org/ncbigene/10215	OLIG2	SO:0000704
http://identifiers.org/ncbigene/10217	CTDSPL	SO:0000704
http://identifiers.org/ncbigene/10219	KLRG1	SO:0000704
http://identifiers.org/ncbigene/10219	MAFA	SO:0000704
http://identifiers.org/ncbigene/1022	CDK7	SO:0000704
http://identifiers.org/ncbigene/10221	TRIB1	SO:0000704
http://identifiers.org/ncbigene/10223	GPA33	SO:0000704
http://identifiers.org/ncbigene/10225	CD96	SO:0000704
http://identifiers.org/ncbigene/10226	PLIN3	SO:0000704
http://identifiers.org/ncbigene/10227	MFSD10	SO:0000704
http://identifiers.org/ncbigene/102288414	C11orf98	SO:0000704
http://identifiers.org/ncbigene/10229	CLK1	SO:0000704
http://identifiers.org/ncbigene/10229	COQ7	SO:0000704
http://identifiers.org/ncbigene/10231	RCAN2	SO:0000704
http://identifiers.org/ncbigene/10231	RCN2	SO:0000704
http://identifiers.org/ncbigene/10232	MSLN	SO:0000704
http://identifiers.org/ncbigene/10233	LRRC23	SO:0000704
http://identifiers.org/ncbigene/10234	LRRC17	SO:0000704
http://identifiers.org/ncbigene/10235	RASGRP2	SO:0000704
