ID	SYMBOL	GENE_PRODUCT_NAME	GO_TERM	GO EVIDENCE CODE	REFERENCE	TAXON ID	SUPERCLASS
https://identifiers.org/uniprot/Q96NT0	VMA22	Vacuolar ATPase assembly protein VMA22	GO:0016471	IDA	PMID:28296633	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/Q99L60	Atp6v1c2	V-type proton ATPase subunit C 2	GO:0000221	IBA	GO_REF:0000033	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/Q9CQ22	Lamtor1	Ragulator complex protein LAMTOR1	GO:0071986	IBA	GO_REF:0000033	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/Q9CR51	Atp6v1g1	V-type proton ATPase subunit G 1	GO:0000221	IBA	GO_REF:0000033	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/Q9CR51	Atp6v1g1	V-type proton ATPase subunit G 1	GO:0016471	IPI	PMID:12133826	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/Q9D1L9	Lamtor5	Ragulator complex protein LAMTOR5	GO:0071986	IBA	GO_REF:0000033	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/Q9HBG4	ATP6V0A4	V-type proton ATPase 116 kDa subunit a 4	GO:0016471	IBA	GO_REF:0000033	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/Q9HBG4	ATP6V0A4	V-type proton ATPase 116 kDa subunit a 4	GO:0016471	IDA	PMID:10973252	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/Q9JHF5	Tcirg1	V-type proton ATPase subunit a	GO:0016471	IBA	GO_REF:0000033	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/Q9JHS3	Lamtor2	Ragulator complex protein LAMTOR2	GO:0071986	IBA	GO_REF:0000033	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/Q9UHA4	LAMTOR3	Ragulator complex protein LAMTOR3	GO:0071986	IBA	GO_REF:0000033	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/Q9UHA4	LAMTOR3	Ragulator complex protein LAMTOR3	GO:0071986	IDA	PMID:20381137	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/Q9UHA4	LAMTOR3	Ragulator complex protein LAMTOR3	GO:0071986	IDA	PMID:28935770	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/Q9UHA4	LAMTOR3	Ragulator complex protein LAMTOR3	GO:0071986	IPI	PMID:28935770	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/Q9UHA4	LAMTOR3	Ragulator complex protein LAMTOR3	GO:0071986	IDA	PMID:29123114	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/Q9UHA4	LAMTOR3	Ragulator complex protein LAMTOR3	GO:0071986	IDA	PMID:29158492	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/Q9UHA4	LAMTOR3	Ragulator complex protein LAMTOR3	GO:0071986	IDA	PMID:31601708	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/Q9UJJ9	GNPTG	N-acetylglucosamine-1-phosphotransferase subunit gamma	GO:0070622	IPI	PMID:26385638	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/Q9WTT4	Atp6v1g2	V-type proton ATPase subunit G 2	GO:0000221	IBA	GO_REF:0000033	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/Q9WTT4	Atp6v1g2	V-type proton ATPase subunit G 2	GO:0016471	IPI	PMID:12133826	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/Q9Y2Q5	LAMTOR2	Ragulator complex protein LAMTOR2	GO:0071986	IBA	GO_REF:0000033	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/Q9Y2Q5	LAMTOR2	Ragulator complex protein LAMTOR2	GO:0071986	IDA	PMID:20381137	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/Q9Y2Q5	LAMTOR2	Ragulator complex protein LAMTOR2	GO:0071986	IDA	PMID:28935770	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/Q9Y2Q5	LAMTOR2	Ragulator complex protein LAMTOR2	GO:0071986	IPI	PMID:28935770	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/Q9Y2Q5	LAMTOR2	Ragulator complex protein LAMTOR2	GO:0071986	IDA	PMID:29123114	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/Q9Y2Q5	LAMTOR2	Ragulator complex protein LAMTOR2	GO:0071986	IDA	PMID:29158492	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/Q9Y2Q5	LAMTOR2	Ragulator complex protein LAMTOR2	GO:0071986	IDA	PMID:31601708	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/Q9Y487	ATP6V0A2	V-type proton ATPase 116 kDa subunit a 2	GO:0016471	IBA	GO_REF:0000033	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/Q9Z1G3	Atp6v1c1	V-type proton ATPase subunit C 1	GO:0000221	IBA	GO_REF:0000033	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/Q9Z1G4	Atp6v0a1	V-type proton ATPase 116 kDa subunit a 1	GO:0016471	IBA	GO_REF:0000033	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/Q9WVB3	Tle6	Transducin-like enhancer protein 6	GO:0097225	IMP	PMID:39512902	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/A0A0G2JE99	Iglc1	Ig-like domain-containing protein	GO:0071735	IBA	GO_REF:0000033	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/A0M8Q6	IGLC7	Immunoglobulin lambda constant 7	GO:0071735	IBA	GO_REF:0000033	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/B9A064	IGLL5	Immunoglobulin lambda-like polypeptide 5	GO:0071735	IBA	GO_REF:0000033	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/P01834	IGKC	Immunoglobulin kappa constant	GO:0071735	IBA	GO_REF:0000033	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/P01834	IGKC	Immunoglobulin kappa constant	GO:0071735	IPI	PMID:11498595	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/P01843	P01843	Ig lambda-1 chain C region	GO:0071735	IBA	GO_REF:0000033	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/P01844	Iglc2	Ig lambda-2 chain C region	GO:0071735	IBA	GO_REF:0000033	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/P01845	Iglc3	Ig lambda-3 chain C region	GO:0071735	IBA	GO_REF:0000033	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/P01857	IGHG1	Immunoglobulin heavy constant gamma 1	GO:0071735	IPI	PMID:11498595	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/P01857	IGHG1	Immunoglobulin heavy constant gamma 1	GO:0071735	IPI	PMID:22839360	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/P0CF74	IGLC6	Immunoglobulin lambda constant 6	GO:0071735	IBA	GO_REF:0000033	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/P0CG04	IGLC1	Immunoglobulin lambda constant 1	GO:0071735	IBA	GO_REF:0000033	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/P0DOY2	IGLC2	Immunoglobulin lambda constant 2	GO:0071735	IBA	GO_REF:0000033	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/P0DOY3	IGLC3	Immunoglobulin lambda constant 3	GO:0071735	IBA	GO_REF:0000033	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/P15814	IGLL1	Immunoglobulin lambda-like polypeptide 1	GO:0071735	IBA	GO_REF:0000033	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/P20764	Igll1	Immunoglobulin lambda-like polypeptide 1	GO:0071735	IBA	GO_REF:0000033	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/O15439	ABCC4	ATP-binding cassette sub-family C member 4	GO:0016323	IDA	PMID:24130369	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/P33527	ABCC1	Multidrug resistance-associated protein 1	GO:0016323	IDA	PMID:24130369	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/D3YXF5	C7	Complement component C7	GO:0005579	IBA	GO_REF:0000033	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/E9Q6D8	C6	Complement component C6	GO:0005579	IBA	GO_REF:0000033	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/O14672	ADAM10	Disintegrin and metalloproteinase domain-containing protein 10	GO:0046930	IMP	PMID:30463011	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/O35598	Adam10	Disintegrin and metalloproteinase domain-containing protein 10	GO:0046930	IMP	PMID:30463011	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/P01031	C5	Complement C5	GO:0005579	IDA	PMID:22832194	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/P02748	C9	Complement component C9	GO:0005579	IBA	GO_REF:0000033	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/P02748	C9	Complement component C9	GO:0005579	IDA	PMID:22832194	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/P02748	C9	Complement component C9	GO:0005579	IDA	PMID:26841837	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/P02748	C9	Complement component C9	GO:0005579	IDA	PMID:26841934	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/P02748	C9	Complement component C9	GO:0005579	IDA	PMID:27052168	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/P02748	C9	Complement component C9	GO:0005579	IDA	PMID:30552328	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/P02748	C9	Complement component C9	GO:0005579	IPI	PMID:30552328	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/P02748	C9	Complement component C9	GO:0005579	IDA	PMID:30643019	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/P02748	C9	Complement component C9	GO:0005579	IDA	PMID:31061395	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/P02748	C9	Complement component C9	GO:0005579	IDA	PMID:34752492	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/P02748	C9	Complement component C9	GO:0005579	IDA	PMID:36797260	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/P06683	C9	Complement component C9	GO:0005579	IBA	GO_REF:0000033	http://purl.obolibrary.org/obo/NCBITaxon_10090	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/P07357	C8A	Complement component C8 alpha chain	GO:0005579	IBA	GO_REF:0000033	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/P07357	C8A	Complement component C8 alpha chain	GO:0005579	IDA	PMID:12413696	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
https://identifiers.org/uniprot/P07357	C8A	Complement component C8 alpha chain	GO:0005579	IDA	PMID:22832194	http://purl.obolibrary.org/obo/NCBITaxon_9606	http://purl.obolibrary.org/obo/PR_000000001
