ID	GENE_NAME	SUPERCLASS
http://identifiers.org/ncbigene/100873949	IPO9-AS1	SO:0000704
http://identifiers.org/ncbigene/100873979	RBMS3-AS3	SO:0000704
http://identifiers.org/ncbigene/100874222	OBI1-AS1	SO:0000704
http://identifiers.org/ncbigene/100874375	FAM155A	SO:0000704
http://identifiers.org/ncbigene/100887749	MTND1P23	SO:0000704
http://identifiers.org/ncbigene/1009	CDH11	SO:0000704
http://identifiers.org/ncbigene/10090	UST	SO:0000704
http://identifiers.org/ncbigene/10093	ARPC4	SO:0000704
http://identifiers.org/ncbigene/10095	ARPC1B	SO:0000704
http://identifiers.org/ncbigene/10096	ACTR3	SO:0000704
http://identifiers.org/ncbigene/10098	TSPAN5	SO:0000704
http://identifiers.org/ncbigene/10099	TSPAN3	SO:0000704
http://identifiers.org/ncbigene/100996307	LIPE-AS1	SO:0000704
http://identifiers.org/ncbigene/100996570	NFIA-AS2	SO:0000704
http://identifiers.org/ncbigene/100996732	LINC02802	SO:0000704
http://identifiers.org/ncbigene/1010	CDH12	SO:0000704
http://identifiers.org/ncbigene/10103	TSPAN1	SO:0000704
http://identifiers.org/ncbigene/101055656	Gm16141	SO:0000704
http://identifiers.org/ncbigene/101060038	LINC02446	SO:0000704
http://identifiers.org/ncbigene/10109	ARPC2	SO:0000704
http://identifiers.org/ncbigene/1012	CDH13	SO:0000704
http://identifiers.org/ncbigene/101202	Hepacam2	SO:0000704
http://identifiers.org/ncbigene/10123	ARL4C	SO:0000704
http://identifiers.org/ncbigene/10135	NAMPT	SO:0000704
http://identifiers.org/ncbigene/10136	CELA3A	SO:0000704
http://identifiers.org/ncbigene/1014	CDH16	SO:0000704
http://identifiers.org/ncbigene/10140	TOB1	SO:0000704
http://identifiers.org/ncbigene/101476	Plekha1	SO:0000704
http://identifiers.org/ncbigene/10148	EBI3	SO:0000704
http://identifiers.org/ncbigene/101488143	Hbb-bt	SO:0000704
http://identifiers.org/ncbigene/101543	Wtip	SO:0000704
http://identifiers.org/ncbigene/10158	PDZK1IP1	SO:0000704
http://identifiers.org/ncbigene/1016	CDH18	SO:0000704
http://identifiers.org/ncbigene/101669767	SCHLAP1	SO:0000704
http://identifiers.org/ncbigene/10169	SERF2	SO:0000704
http://identifiers.org/ncbigene/101694	Mir9-3hg	SO:0000704
http://identifiers.org/ncbigene/101772	Ano1	SO:0000704
http://identifiers.org/ncbigene/10186	LHFPL6	SO:0000704
http://identifiers.org/ncbigene/101927074	LINC00682	SO:0000704
http://identifiers.org/ncbigene/101927293	XXbac-BPG55C20.7	SO:0000704
http://identifiers.org/ncbigene/101927412	LINC01781	SO:0000704
http://identifiers.org/ncbigene/101927554	LINC01250	SO:0000704
http://identifiers.org/ncbigene/101927671	MIR202HG	SO:0000704
http://identifiers.org/ncbigene/101928001	PRKCA-AS1	SO:0000704
http://identifiers.org/ncbigene/101928989	MIR4300HG	SO:0000704
http://identifiers.org/ncbigene/101929680	SCN1A-AS1	SO:0000704
http://identifiers.org/ncbigene/10203	CALCRL	SO:0000704
http://identifiers.org/ncbigene/10207	PATJ	SO:0000704
http://identifiers.org/ncbigene/10209	EIF1	SO:0000704
http://identifiers.org/ncbigene/1021	CDK6	SO:0000704
http://identifiers.org/ncbigene/10216	PRG4	SO:0000704
http://identifiers.org/ncbigene/10225	CD96	SO:0000704
http://identifiers.org/ncbigene/10231	RCAN2	SO:0000704
http://identifiers.org/ncbigene/10232	MSLN	SO:0000704
http://identifiers.org/ncbigene/10242	KCNMB2	SO:0000704
http://identifiers.org/ncbigene/102465959	Mir6236	SO:0000704
http://identifiers.org/ncbigene/102467224	LINC02147	SO:0000704
http://identifiers.org/ncbigene/10252	SPRY1	SO:0000704
http://identifiers.org/ncbigene/10257	ABCC4	SO:0000704
http://identifiers.org/ncbigene/1026	CDKN1A	SO:0000704
http://identifiers.org/ncbigene/102634490	Gm32061	SO:0000704
http://identifiers.org/ncbigene/102634900	Gm16685	SO:0000704
http://identifiers.org/ncbigene/102634933	Gm26871	SO:0000704
http://identifiers.org/ncbigene/102635262	Gm32647	SO:0000704
http://identifiers.org/ncbigene/102635592	Gm32884	SO:0000704
http://identifiers.org/ncbigene/102636514	Hand2os1	SO:0000704
http://identifiers.org/ncbigene/102638537	Hnf1aos1	SO:0000704
http://identifiers.org/ncbigene/102638685	Gm35188	SO:0000704
http://identifiers.org/ncbigene/102638797	Gm9973	SO:0000704
http://identifiers.org/ncbigene/102639045	Gm15564	SO:0000704
http://identifiers.org/ncbigene/102640951	Gm15614	SO:0000704
http://identifiers.org/ncbigene/10266	RAMP2	SO:0000704
http://identifiers.org/ncbigene/10267	RAMP1	SO:0000704
http://identifiers.org/ncbigene/10268	RAMP3	SO:0000704
http://identifiers.org/ncbigene/102680	Slc6a20a	SO:0000704
http://identifiers.org/ncbigene/10272	FSTL3	SO:0000704
http://identifiers.org/ncbigene/10274	STAG1	SO:0000704
http://identifiers.org/ncbigene/10279	PRSS16	SO:0000704
http://identifiers.org/ncbigene/1028	CDKN1C	SO:0000704
http://identifiers.org/ncbigene/10288	LILRB2	SO:0000704
http://identifiers.org/ncbigene/10301	DLEU1	SO:0000704
http://identifiers.org/ncbigene/10309	CCNO	SO:0000704
http://identifiers.org/ncbigene/10313	RTN3	SO:0000704
http://identifiers.org/ncbigene/10321	CRISP3	SO:0000704
http://identifiers.org/ncbigene/10324	KLHL41	SO:0000704
http://identifiers.org/ncbigene/10335	IRAG1	SO:0000704
http://identifiers.org/ncbigene/10345	TRDN	SO:0000704
http://identifiers.org/ncbigene/10349	ABCA10	SO:0000704
http://identifiers.org/ncbigene/10350	ABCA9	SO:0000704
http://identifiers.org/ncbigene/10351	ABCA8	SO:0000704
http://identifiers.org/ncbigene/10365	KLF2	SO:0000704
http://identifiers.org/ncbigene/103695365	LINC01435	SO:0000704
http://identifiers.org/ncbigene/103695433	LINC01322	SO:0000704
http://identifiers.org/ncbigene/10371	SEMA3A	SO:0000704
http://identifiers.org/ncbigene/103712	6330403K07Rik	SO:0000704
http://identifiers.org/ncbigene/103743	Tmem98	SO:0000704
http://identifiers.org/ncbigene/10376	TUBA1B	SO:0000704
http://identifiers.org/ncbigene/10381	TUBB3	SO:0000704
http://identifiers.org/ncbigene/10383	TUBB4B	SO:0000704
http://identifiers.org/ncbigene/103910	MYL12B	SO:0000704
http://identifiers.org/ncbigene/10395	DLC1	SO:0000704
http://identifiers.org/ncbigene/103964	Try5	SO:0000704
http://identifiers.org/ncbigene/103968	Plin1	SO:0000704
http://identifiers.org/ncbigene/103978	Gpc5	SO:0000704
http://identifiers.org/ncbigene/10398	MYL9	SO:0000704
http://identifiers.org/ncbigene/104001	Rtn1	SO:0000704
http://identifiers.org/ncbigene/104027	Synpo	SO:0000704
http://identifiers.org/ncbigene/10406	WFDC2	SO:0000704
http://identifiers.org/ncbigene/10409	BASP1	SO:0000704
http://identifiers.org/ncbigene/104099	Itga9	SO:0000704
http://identifiers.org/ncbigene/10410	IFITM3	SO:0000704
http://identifiers.org/ncbigene/104103	Airn	SO:0000704
http://identifiers.org/ncbigene/10412	NSA2	SO:0000704
http://identifiers.org/ncbigene/10413	YAP1	SO:0000704
http://identifiers.org/ncbigene/104158	Ces1d	SO:0000704
http://identifiers.org/ncbigene/10417	SPON2	SO:0000704
http://identifiers.org/ncbigene/10418	SPON1	SO:0000704
http://identifiers.org/ncbigene/104271	Tex15	SO:0000704
http://identifiers.org/ncbigene/1043	CD52	SO:0000704
http://identifiers.org/ncbigene/104355288	LINC01320	SO:0000704
http://identifiers.org/ncbigene/10437	IFI30	SO:0000704
http://identifiers.org/ncbigene/104384	Rhox9	SO:0000704
http://identifiers.org/ncbigene/104472715	SNHG14	SO:0000704
http://identifiers.org/ncbigene/10457	GPNMB	SO:0000704
http://identifiers.org/ncbigene/10462	CLEC10A	SO:0000704
http://identifiers.org/ncbigene/104759	Pld4	SO:0000704
http://identifiers.org/ncbigene/1048	CEACAM5	SO:0000704
http://identifiers.org/ncbigene/10485	MIR9-1HG	SO:0000704
http://identifiers.org/ncbigene/10486	CAP2	SO:0000704
http://identifiers.org/ncbigene/105	ADARB2	SO:0000704
http://identifiers.org/ncbigene/1051	CEBPB	SO:0000704
http://identifiers.org/ncbigene/10512	SEMA3C	SO:0000704
http://identifiers.org/ncbigene/1052	CEBPD	SO:0000704
http://identifiers.org/ncbigene/10521	DDX17	SO:0000704
http://identifiers.org/ncbigene/105243	Slc9a3	SO:0000704
http://identifiers.org/ncbigene/105245	Txndc5	SO:0000704
http://identifiers.org/ncbigene/105245770	Gm29266	SO:0000704
http://identifiers.org/ncbigene/10529	NEBL	SO:0000704
http://identifiers.org/ncbigene/105355	Slc17a3	SO:0000704
http://identifiers.org/ncbigene/105374484	LINC02360	SO:0000704
http://identifiers.org/ncbigene/105375355	UPK3B	SO:0000704
http://identifiers.org/ncbigene/105375706	LINC02237	SO:0000704
http://identifiers.org/ncbigene/105376843	SNHG25	SO:0000704
http://identifiers.org/ncbigene/105377373	ANK2-AS1	SO:0000704
http://identifiers.org/ncbigene/105377703	CTC-340A15.2	SO:0000704
http://identifiers.org/ncbigene/10538	BATF	SO:0000704
http://identifiers.org/ncbigene/10541	ANP32B	SO:0000704
http://identifiers.org/ncbigene/10542	LAMTOR5	SO:0000704
http://identifiers.org/ncbigene/105445	Dock9	SO:0000704
http://identifiers.org/ncbigene/10549	PRDX4	SO:0000704
http://identifiers.org/ncbigene/10551	AGR2	SO:0000704
http://identifiers.org/ncbigene/105522	Ankrd28	SO:0000704
http://identifiers.org/ncbigene/10555	AGPAT2	SO:0000704
http://identifiers.org/ncbigene/1056	CEL	SO:0000704
http://identifiers.org/ncbigene/10563	CXCL13	SO:0000704
http://identifiers.org/ncbigene/10568	SLC34A2	SO:0000704
http://identifiers.org/ncbigene/10577	NPC2	SO:0000704
http://identifiers.org/ncbigene/10578	GNLY	SO:0000704
http://identifiers.org/ncbigene/10579	TACC2	SO:0000704
http://identifiers.org/ncbigene/10580	SORBS1	SO:0000704
http://identifiers.org/ncbigene/10581	IFITM2	SO:0000704
http://identifiers.org/ncbigene/10584	COLEC10	SO:0000704
http://identifiers.org/ncbigene/10590	SCGN	SO:0000704
http://identifiers.org/ncbigene/10591	DNPH1	SO:0000704
http://identifiers.org/ncbigene/10602	CDC42EP3	SO:0000704
http://identifiers.org/ncbigene/10611	PDLIM5	SO:0000704
http://identifiers.org/ncbigene/10614	HEXIM1	SO:0000704
http://identifiers.org/ncbigene/106144585	LINC01318	SO:0000704
http://identifiers.org/ncbigene/1063	CENPF	SO:0000704
http://identifiers.org/ncbigene/10631	POSTN	SO:0000704
http://identifiers.org/ncbigene/10644	IGF2BP2	SO:0000704
http://identifiers.org/ncbigene/106480796	MTATP6P1	SO:0000704
http://identifiers.org/ncbigene/10653	SPINT2	SO:0000704
http://identifiers.org/ncbigene/10656	KHDRBS3	SO:0000704
http://identifiers.org/ncbigene/10659	CELF2	SO:0000704
http://identifiers.org/ncbigene/10661	KLF1	SO:0000704
http://identifiers.org/ncbigene/10663	CXCR6	SO:0000704
http://identifiers.org/ncbigene/10672	GNA13	SO:0000704
http://identifiers.org/ncbigene/10673	TNFSF13B	SO:0000704
http://identifiers.org/ncbigene/10677	AVIL	SO:0000704
http://identifiers.org/ncbigene/1069	CETN2	SO:0000704
http://identifiers.org/ncbigene/107075127	MTCYBP19	SO:0000704
http://identifiers.org/ncbigene/107075141	MTCO1P12	SO:0000704
http://identifiers.org/ncbigene/107075215	MTCO3P18	SO:0000704
http://identifiers.org/ncbigene/107075244	MTND4LP30	SO:0000704
http://identifiers.org/ncbigene/107075253	MTND4P33	SO:0000704
http://identifiers.org/ncbigene/107075315	MTATP6P29	SO:0000704
http://identifiers.org/ncbigene/10718	NRG3	SO:0000704
http://identifiers.org/ncbigene/107350	AW112010	SO:0000704
http://identifiers.org/ncbigene/1075	CTSC	SO:0000704
http://identifiers.org/ncbigene/10752	CHL1	SO:0000704
http://identifiers.org/ncbigene/107526	Gimap4	SO:0000704
http://identifiers.org/ncbigene/107568	Wwp1	SO:0000704
http://identifiers.org/ncbigene/107589	Mylk	SO:0000704
http://identifiers.org/ncbigene/107686	Snrpd2	SO:0000704
http://identifiers.org/ncbigene/107765	Ankrd1	SO:0000704
http://identifiers.org/ncbigene/10777	ARPP21	SO:0000704
http://identifiers.org/ncbigene/107831	Adgrb1	SO:0000704
http://identifiers.org/ncbigene/10788	IQGAP2	SO:0000704
http://identifiers.org/ncbigene/107889	Gcm2	SO:0000704
http://identifiers.org/ncbigene/107895	Mgat5	SO:0000704
http://identifiers.org/ncbigene/10791	VAMP5	SO:0000704
http://identifiers.org/ncbigene/107984528	LINC02416	SO:0000704
http://identifiers.org/ncbigene/107984780	LINC02248	SO:0000704
http://identifiers.org/ncbigene/108	ADCY2	SO:0000704
http://identifiers.org/ncbigene/1080	CFTR	SO:0000704
http://identifiers.org/ncbigene/108013	Celf4	SO:0000704
http://identifiers.org/ncbigene/108017	Fxyd4	SO:0000704
http://identifiers.org/ncbigene/108030	Lin7a	SO:0000704
http://identifiers.org/ncbigene/108069	Grm3	SO:0000704
http://identifiers.org/ncbigene/108071	Grm5	SO:0000704
http://identifiers.org/ncbigene/108075	Ltbp4	SO:0000704
http://identifiers.org/ncbigene/10808	HSPH1	SO:0000704
http://identifiers.org/ncbigene/10809	STARD10	SO:0000704
http://identifiers.org/ncbigene/108099	Prkag2	SO:0000704
http://identifiers.org/ncbigene/1081	CGA	SO:0000704
http://identifiers.org/ncbigene/108121	U2af1	SO:0000704
http://identifiers.org/ncbigene/108150	Galnt7	SO:0000704
http://identifiers.org/ncbigene/108167379	Gm30382	SO:0000704
http://identifiers.org/ncbigene/108167440	AU020206	SO:0000704
http://identifiers.org/ncbigene/108168018	Gm46367	SO:0000704
http://identifiers.org/ncbigene/108281149	ODF3B	SO:0000704
http://identifiers.org/ncbigene/10842	PPP1R17	SO:0000704
http://identifiers.org/ncbigene/10846	PDE10A	SO:0000704
http://identifiers.org/ncbigene/108660	Rnf187	SO:0000704
http://identifiers.org/ncbigene/108670	Epsti1	SO:0000704
http://identifiers.org/ncbigene/108687	Edem2	SO:0000704
http://identifiers.org/ncbigene/108699	Chn1	SO:0000704
http://identifiers.org/ncbigene/10870	HCST	SO:0000704
http://identifiers.org/ncbigene/10875	FGL2	SO:0000704
http://identifiers.org/ncbigene/108767	Pnrc1	SO:0000704
http://identifiers.org/ncbigene/10890	RAB10	SO:0000704
http://identifiers.org/ncbigene/10894	LYVE1	SO:0000704
http://identifiers.org/ncbigene/109042	Cavin3	SO:0000704
http://identifiers.org/ncbigene/10905	MAN1A2	SO:0000704
http://identifiers.org/ncbigene/10912	GADD45G	SO:0000704
http://identifiers.org/ncbigene/10916	MAGED2	SO:0000704
http://identifiers.org/ncbigene/109225	Ms4a7	SO:0000704
http://identifiers.org/ncbigene/10923	SUB1	SO:0000704
http://identifiers.org/ncbigene/10926	DBF4	SO:0000704
http://identifiers.org/ncbigene/109272	Mybpc1	SO:0000704
http://identifiers.org/ncbigene/109294	Prex2	SO:0000704
http://identifiers.org/ncbigene/109299	Tmem250-ps	SO:0000704
http://identifiers.org/ncbigene/10950	BTG3	SO:0000704
http://identifiers.org/ncbigene/10952	SEC61B	SO:0000704
http://identifiers.org/ncbigene/109594	Lmo1	SO:0000704
http://identifiers.org/ncbigene/10961	ERP29	SO:0000704
http://identifiers.org/ncbigene/10962	MLLT11	SO:0000704
http://identifiers.org/ncbigene/109624	Cald1	SO:0000704
http://identifiers.org/ncbigene/109637	Upk1a	SO:0000704
http://identifiers.org/ncbigene/10964	IFI44L	SO:0000704
http://identifiers.org/ncbigene/109648	Npy	SO:0000704
http://identifiers.org/ncbigene/109697	Cpa1	SO:0000704
http://identifiers.org/ncbigene/109700	Itga1	SO:0000704
http://identifiers.org/ncbigene/10974	ADIRF	SO:0000704
http://identifiers.org/ncbigene/10987	COPS5	SO:0000704
http://identifiers.org/ncbigene/11005	SPINK5	SO:0000704
http://identifiers.org/ncbigene/110052	Dek	SO:0000704
http://identifiers.org/ncbigene/11006	LILRB4	SO:0000704
http://identifiers.org/ncbigene/11007	CCDC85B	SO:0000704
http://identifiers.org/ncbigene/110095	Pygl	SO:0000704
http://identifiers.org/ncbigene/110135	Fgb	SO:0000704
http://identifiers.org/ncbigene/11030	RBPMS	SO:0000704
http://identifiers.org/ncbigene/11031	RAB31	SO:0000704
http://identifiers.org/ncbigene/110310	Krt7	SO:0000704
http://identifiers.org/ncbigene/110333	Rmst	SO:0000704
http://identifiers.org/ncbigene/11034	DSTN	SO:0000704
http://identifiers.org/ncbigene/110454	Ly6a	SO:0000704
http://identifiers.org/ncbigene/11055	ZPBP	SO:0000704
http://identifiers.org/ncbigene/110557	H2-Q6	SO:0000704
http://identifiers.org/ncbigene/11061	CNMD	SO:0000704
http://identifiers.org/ncbigene/110637	Grik4	SO:0000704
http://identifiers.org/ncbigene/110648	Lmx1a	SO:0000704
http://identifiers.org/ncbigene/11065	UBE2C	SO:0000704
http://identifiers.org/ncbigene/11075	STMN2	SO:0000704
http://identifiers.org/ncbigene/110786	Iglc2	SO:0000704
http://identifiers.org/ncbigene/110787	Iglc3	SO:0000704
http://identifiers.org/ncbigene/110789	Adgrv1	SO:0000704
http://identifiers.org/ncbigene/110794	Cebpe	SO:0000704
http://identifiers.org/ncbigene/110806303	SLC25A34-AS1	SO:0000704
http://identifiers.org/ncbigene/110829	Lims1	SO:0000704
http://identifiers.org/ncbigene/110855	Pde6c	SO:0000704
http://identifiers.org/ncbigene/110876	Scn2a	SO:0000704
http://identifiers.org/ncbigene/110877	Slc18a1	SO:0000704
http://identifiers.org/ncbigene/11098	PRSS23	SO:0000704
http://identifiers.org/ncbigene/111	ADCY5	SO:0000704
http://identifiers.org/ncbigene/11100	HNRNPUL1	SO:0000704
http://identifiers.org/ncbigene/11122	PTPRT	SO:0000704
http://identifiers.org/ncbigene/11126	CD160	SO:0000704
http://identifiers.org/ncbigene/1113	CHGA	SO:0000704
http://identifiers.org/ncbigene/11136	SLC7A9	SO:0000704
http://identifiers.org/ncbigene/1114	CHGB	SO:0000704
http://identifiers.org/ncbigene/11141	IL1RAPL1	SO:0000704
http://identifiers.org/ncbigene/11145	PLAAT3	SO:0000704
http://identifiers.org/ncbigene/11151	CORO1A	SO:0000704
http://identifiers.org/ncbigene/11155	LDB3	SO:0000704
http://identifiers.org/ncbigene/11167	FSTL1	SO:0000704
http://identifiers.org/ncbigene/1117	CHI3L2	SO:0000704
http://identifiers.org/ncbigene/11170	FAM107A	SO:0000704
http://identifiers.org/ncbigene/11174	ADAMTS6	SO:0000704
http://identifiers.org/ncbigene/11188	NISCH	SO:0000704
http://identifiers.org/ncbigene/11197	WIF1	SO:0000704
http://identifiers.org/ncbigene/11199	ANXA10	SO:0000704
http://identifiers.org/ncbigene/11213	IRAK3	SO:0000704
http://identifiers.org/ncbigene/112267889	KIF5C-AS1	SO:0000704
http://identifiers.org/ncbigene/11228	RASSF8	SO:0000704
http://identifiers.org/ncbigene/1123	CHN1	SO:0000704
http://identifiers.org/ncbigene/1124	CHN2	SO:0000704
http://identifiers.org/ncbigene/11243	PMF1	SO:0000704
http://identifiers.org/ncbigene/112464	CAVIN3	SO:0000704
http://identifiers.org/ncbigene/112483	SAT2	SO:0000704
http://identifiers.org/ncbigene/11251	PTGDR2	SO:0000704
http://identifiers.org/ncbigene/11272	PRR4	SO:0000704
http://identifiers.org/ncbigene/11274	USP18	SO:0000704
http://identifiers.org/ncbigene/11281	POU6F2	SO:0000704
http://identifiers.org/ncbigene/1130	LYST	SO:0000704
http://identifiers.org/ncbigene/11309	SLCO2B1	SO:0000704
http://identifiers.org/ncbigene/1131	CHRM3	SO:0000704
http://identifiers.org/ncbigene/11326	VSIG4	SO:0000704
http://identifiers.org/ncbigene/113263	GLCCI1	SO:0000704
http://identifiers.org/ncbigene/11329	STK38	SO:0000704
http://identifiers.org/ncbigene/11330	CTRC	SO:0000704
http://identifiers.org/ncbigene/11335	CBX3	SO:0000704
http://identifiers.org/ncbigene/11337	GABARAP	SO:0000704
http://identifiers.org/ncbigene/11343	MGLL	SO:0000704
http://identifiers.org/ncbigene/113452	TMEM54	SO:0000704
http://identifiers.org/ncbigene/113457	TUBA3D	SO:0000704
http://identifiers.org/ncbigene/1136	CHRNA3	SO:0000704
http://identifiers.org/ncbigene/113791	PIK3IP1	SO:0000704
http://identifiers.org/ncbigene/114131	UCN3	SO:0000704
http://identifiers.org/ncbigene/114142	Foxp2	SO:0000704
http://identifiers.org/ncbigene/11421	Ace	SO:0000704
http://identifiers.org/ncbigene/114249	Npnt	SO:0000704
http://identifiers.org/ncbigene/11426	Macf1	SO:0000704
http://identifiers.org/ncbigene/114327	EFHC1	SO:0000704
http://identifiers.org/ncbigene/11433	Acp5	SO:0000704
http://identifiers.org/ncbigene/114332	Lyve1	SO:0000704
http://identifiers.org/ncbigene/11461	Actb	SO:0000704
http://identifiers.org/ncbigene/114614	MIR155HG	SO:0000704
http://identifiers.org/ncbigene/11464	Actc1	SO:0000704
http://identifiers.org/ncbigene/114679	Selenom	SO:0000704
http://identifiers.org/ncbigene/11468	Actg2	SO:0000704
http://identifiers.org/ncbigene/11472	Actn2	SO:0000704
http://identifiers.org/ncbigene/11475	Acta2	SO:0000704
http://identifiers.org/ncbigene/114769	CARD16	SO:0000704
http://identifiers.org/ncbigene/114786	XKR4	SO:0000704
http://identifiers.org/ncbigene/114788	CSMD3	SO:0000704
http://identifiers.org/ncbigene/114795	TMEM132B	SO:0000704
http://identifiers.org/ncbigene/11480	Acvr2a	SO:0000704
http://identifiers.org/ncbigene/114800	CCDC85A	SO:0000704
http://identifiers.org/ncbigene/114805	GALNT13	SO:0000704
http://identifiers.org/ncbigene/114815	SORCS1	SO:0000704
http://identifiers.org/ncbigene/114818	KLHL29	SO:0000704
http://identifiers.org/ncbigene/11482	Acvrl1	SO:0000704
http://identifiers.org/ncbigene/114884	OSBPL10	SO:0000704
http://identifiers.org/ncbigene/114886	Cygb	SO:0000704
http://identifiers.org/ncbigene/114899	C1QTNF3	SO:0000704
http://identifiers.org/ncbigene/114900	C1QTNF4	SO:0000704
http://identifiers.org/ncbigene/114902	C1QTNF5	SO:0000704
http://identifiers.org/ncbigene/114907	FBXO32	SO:0000704
http://identifiers.org/ncbigene/11504	Adamts1	SO:0000704
http://identifiers.org/ncbigene/115111	SLC26A7	SO:0000704
http://identifiers.org/ncbigene/1152	CKB	SO:0000704
http://identifiers.org/ncbigene/11520	Plin2	SO:0000704
http://identifiers.org/ncbigene/115207	KCTD12	SO:0000704
http://identifiers.org/ncbigene/1153	CIRBP	SO:0000704
http://identifiers.org/ncbigene/11534	Adk	SO:0000704
